,ID,titulo,aptitud,genero,subgenero,precio,idioma,numero_paginas,fechaPublicacion
234,16034,The Wanderer,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
235,18136,The Anatomy of Story: 22 Steps to Becoming a Master Storyteller,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
236,31000,Unlocking The Doors Of The Spoken Word (Only The Strong Can Survive),460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
237,47025,Those Extra Chances In Bridge,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
238,46434,The Romance of Names,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
239,22037,google 1649ish: or weltfrieden is possible within 20 minutes,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
240,6056,The Dying Animal,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
241,37032,Moon Crossing Bridge,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
242,39867,"¡Adios, America!: The Lefts Plan to Turn Our Country into a Third World Hellhole",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
243,16856,Satori In Paris,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
244,22037,google 1649ish: or weltfrieden is possible within 20 minutes,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
245,40040,The Ballad of Reading Gaol and Other Poems,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
246,12763,Inside the OBriens,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
247,8891,The Wisdom of Life,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
248,19074,Sharks,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
249,11409,THE GREAT ACTION,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
250,16055,A Division of the Spoils,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
251,38959,Freedom of Simplicity: Finding Harmony in a Complex World,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
252,13500,"Goodbye, Things: The New Japanese Minimalism",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
253,12391,One of Those Hideous Books Where the Mother Dies,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
254,23669,"Stir, Laugh, Repeat: Finding Joy While Playing in the Kitchen",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
255,43960,The Magic Of Tidying Up: Understand The Secrets Of Good Life,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
256,20022,Dust Fairy Tales: Absolutely Aggie,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
257,41895,The Last Samurai,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
258,49651,The Major Works,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
259,40659,Four Corners,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
260,13523,The Naked Ape: A Zoologists Study of the Human Animal,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
261,7948,The Dante Club,320.0,Policial,Misterio,0-1000,Ingles,100-300,Antes del 2012 
262,17513,The Romantic Obsessions and Humiliations of Annie Sehlmeier,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2000
263,25036,Monstrous,320.0,Fantasia,Aventura,0-1000,Ingles,100-300,Antes del 2012 
264,46844,The Spider,320.0,Romance,Fantasia,0-1000,Ingles,mas de 500,Antes del 2012 
265,25342,Stealing the Moon: A Womans Quest to Heal the Shadow Self,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
266,8461,Meditation on Space-Time,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
267,38221,She Said!: The Book of Quotes,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
268,3455,To a God Unknown,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
269,51725,The Legend of The Holy Drinker,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
270,27308,The Penguin Lessons,320.0,Biopic,Ninguno,2000-3000,Ingles,mas de 500,Antes del 2000
271,36680,"Gangsta Girl 3 ""The PayBack""",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
272,48810,Broken Rib Ranch,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
273,28745,The Foundations of Arithmetic: A Logico-Mathematical Enquiry into the Concept of Number,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
274,42349,Natural Body Scrubs At Home: Exfoliates To Make Your Skin Smooth And Soft,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
275,32726,Patricia Briggs Mercy Thompson: Moon Called,320.0,Fantasia,Romance,0-1000,Ingles,mas de 500,Antes del 2000
276,36106,A Primal Wisdom: Natures Unifcation of Cooperation and Competition,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
277,22840,Rise of the Necromancers,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
278,23530,Summer of a Thousand Pies,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
279,22105,Penny Flame,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
280,50652,The Mole People: Life in the Tunnels Beneath New York City,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
281,11515,Anne Hawksmoor: The Time Traveller,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
282,11457,A Land Remembered,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
283,8185,The Dhammapada,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
284,5184,Alamut,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
285,43434,The Village,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
286,25922,Tomorrows God: Our Greatest Spiritual Challenge,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
287,36509,Prince: Heir of darkness,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
288,38734,The Defiled and the Second Son,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
289,25817,"We Are Quiet, We Are Loud: The Best Young Writers and Artists In America",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
290,51457,"Scripture Alone: Exploring the Bibles Accuracy, Authority, and Authenticity",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
291,43436,Bound,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
292,1054,Germinal,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
293,31919,A Simple Habana Melody,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
294,8958,The Best Short Stories of Edgar Allan Poe,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
295,21794,Forgotten Soldiers (What Happened to Jacob Walden),460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
296,34857,"Ripleys Believe It or Not Encyclopedia of the Bizarre: Amazing, Strange, Inexplicable, Weird and All True!",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
297,43473,Gorillas among Us: A Primate Ethnographer’s Book of Days,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
298,38877,If I Had My Life to Live Over I Would Pick More Daisies,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
299,13115,Pornography: Men Possessing Women,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
300,6775,The Witches of the Glass Castle,260.0,Fantasia,Romance,mas de 3000,Ingles,mas de 500,Antes del 2000
301,5018,Farmer Boy,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
302,19652,Eternity Awaits,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
303,13462,The Ethics of Ambiguity,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
304,19553,Hadi,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
305,24349,Influencer : The Power to Change Anything,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
306,683,The Book of Mormon: Another Testament of Jesus Christ,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
307,13462,The Ethics of Ambiguity,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
308,42473,"Stormy, Mistys Foal",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
309,30957,21st Century American,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
310,17292,A Little Bit of Everything For Dummies,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
311,50249,Serves Me Right,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
312,50438,Masterpieces of The Metropolitan Museum of Art,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
313,42037,"Summary of Thinking, Fast and Slow: by Daniel Kahneman | Includes Analysis",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
314,38819,Great Minds of the Eastern Intellectual Tradition,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
315,30708,Daggers Lust,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
316,44554,The Impossible Question,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
317,26532,Charmed Vengeance,320.0,Ciencia Ficcion,Romance,0-1000,Ingles,mas de 500,Antes del 2012 
318,30957,21st Century American,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
319,19653,The Dancing Years,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
320,18935,Set my soul on fire,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
321,37459,Night Letters,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
322,562,Being and Time,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
323,21914,The Mis-Education of the Negro,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
324,21718,Recessional for Grace,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
325,22471,Raising the Darkness,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
326,3223,The Feminine Mystique,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
327,25855,Pleasing Him,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
328,48076,End the Fed,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
329,46252,"Good-Bye, Eva?",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
330,42534,The Helper,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
331,51168,The Power of Parable: How Fiction by Jesus Became Fiction about Jesus,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
332,45074,"Are You Watching, Liverpool?",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
333,50893,Adopting the Hurt Child: Hope for Families With Special-Needs Kids : A Guide for Parents and Professionals,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
334,48082,Touch of Eternity,320.0,Fantasia,Romance,0-1000,Ingles,mas de 500,Antes del 2012 
335,36431,The Pine Barrens,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
336,27512,Economic Crisis And Crisis Theory,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
337,5740,The Daughter Of Kurdland: A Life Dedicated to Humankind,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
338,15664,The Stories of Breece DJ Pancake,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
339,28015,Half Brother,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2000
340,40843,"Jesus and the Powers: Conflict, Covenant, and the Hope of the Poor",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
341,16935,"Diet for a New America: How Your Food Choices Affect Your Health, Happiness and the Future of Life on Earth",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
342,19246,The Ambitious Madame Bonaparte,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
343,14688,Amal Unbound,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
344,14538,The Dot,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
345,46341,The Nine Lives Of Montezuma,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
346,46283,The Hunter and the Quail,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
347,51996,China Boy,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
348,27514,The Surrounded,320.0,Western,Ninguno,mas de 3000,Ingles,100-300,Antes del 2012 
349,8963,The Book of Nightmares,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
350,19455,LIVING LA VIDA SPANGLISH,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
351,3874,The View from Saturday,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
352,20507,Illuminati Council and Modern Illuminism,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
353,24991,Pulp Fiction to Film Noir: The Great Depression and the Development of a Genre,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
354,18813,Finding Redemption,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
355,1021,Fall on Your Knees,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
356,6055,Relating Revolution: All It Takes Is One Person To Change,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
357,33088,The 7 Habits of Highly Effective People Personal Workbook,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
358,28340,Im Out to Change My World,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
359,34625,Muhammad: Forty Introductions,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
360,47442,Polished,260.0,Romance,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2000
361,47442,Polished,260.0,Romance,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2000
362,10166,The Family Moskat,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
363,8873,City of Night,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
364,35744,The Complete Short Stories of W. Somerset Maugham: The World Over (Vol. 2 of 2),460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
365,12222,Cane,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
366,18375,Mythica: Genesis,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
367,25939,The Future Eaters: An Ecological History of the Australasian Lands and People,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
368,32767,The Question Concerning Technology and Other Essays,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
369,45829,Loves That Bind: A Novel,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
370,47875,The Great Railroad Race: the Diary of Libby West,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
371,42724,He Shall Have Dominion: A Postmillennial Eschatology,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
372,46923,Horaces Compromise: The Dilemma of the American High School,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
373,25181,When Darkness Tries to Hide,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
374,43605,Sweet Little Lies,200.0,Drama,Romance,mas de 3000,Ingles,0-100,Antes del 2012 
375,8534,Heaven to Betsy,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
376,88,Siddhartha,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
377,30995,Book of Nikah (marriage),460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
378,6698,Book One: Sporadic Memories,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
379,30585,Een Circusjongen: Levensroman,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
380,35863,The Rise of the Forty-seven Percent,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
381,11848,The Culture of Critique: An Evolutionary Analysis of Jewish Involvement in Twentieth-Century Intellectual and Political Movements,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
382,39400,Daybreak: Thoughts on the Prejudices of Morality,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
383,47750,Sarah Moon 12345.,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
384,40054,Debits And Credits,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
385,51158,The House of Desires,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
386,47699,Bad,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
387,44286,Eurotrashed,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
388,30751,Psychic Protection: Creating Positive Energies For People And Places,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
389,3876,The Bastard of Istanbul,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
390,22884,The Road to Somewhere far from Buxton,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
391,2007,"Guns, Germs, and Steel: The Fates of Human Societies",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
392,38931,The Cherry Pit,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
393,15052,The Book of Mirdad: The strange story of a monastery which was once called The Ark,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
394,4130,The Symposium,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
395,19999,18 Cheap Gluten-Free Dessert Recipes (Cheap Gluten-Free Recipes Book 2),460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2000
396,48870,A Coney Island of the Mind: Poems,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
397,24788,What Would Satan Do?,320.0,Comedia,Fantasia,0-1000,Ingles,100-300,Antes del 2000
398,42884,Imperium,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
399,43018,Here Before Kilroy,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
400,44347,The Comforters,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
401,48277,Minuk: Ashes in the Pathway,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
402,49976,"Lord, Change Me!",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
403,24788,What Would Satan Do?,320.0,Comedia,Fantasia,0-1000,Ingles,100-300,Antes del 2000
404,46127,Quails 101: The Most Asked Questions And Answers On Quail Farming,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
405,1381,The Alexandria Quartet,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
406,610,The Secret,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
407,45251,The Genius of Birds,260.0,Ninguno,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2000
408,39901,A Mayan Astronomer in Hells Kitchen,260.0,Ninguno,Ninguno,mas de 3000,Ingles,100-300,Antes del 2012 
409,43846,"The Walking Dead, Vol. 8: Made to Suffer",320.0,Ciencia Ficcion,Terror/Horror,0-1000,Ingles,100-300,Antes del 2000
410,23065,Remains,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
411,8054,To Have or to Be? The Nature of the Psyche,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
412,10436,Bee Season,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
413,27661,"Meet the Real World, Rachel",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
414,423,The Prince,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
415,1562,"Sarah, Plain and Tall",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
416,19538,The Rising Tide,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
417,9216,Lamb in His Bosom,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
418,20296,The Book of Blots,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
419,26922,The Medusa and the Snail: More Notes of a Biology Watcher,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
420,20374,Lessons from a CF Cornerman: 38 Lessons I Learned During My Wifes Illness And Lung Transplant,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
421,19891,The Boss,460.0,Romance,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
422,51425,Pocket Atlas of Remote Islands: Fifty Islands I Have Not Visited and Never Will,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
423,48238,The Collected Stories of Lewis Carroll: Alice in Wonderland/Through the Looking Glass/Phantasmagoria,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
424,36369,Lars Saabye Christensens Beatles,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
425,18875,The Easiest,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
426,12096,Falling Blood of the Witch,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
427,32608,Loving God,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
428,13544,Ghazals of Ghalib,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
429,14263,Games People Play,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
430,21327,Raja-Vidya: The King of Knowledge,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
431,33294,"The Awakening Land: The Trees, The Fields, & The Town",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
432,18306,Hazardous Choices,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
433,9066,Luv Ya Bunches,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
434,35066,Falling From the Tree,460.0,Romance,Fantasia,1000-2000,Ingles,mas de 500,Antes del 2012 
435,5362,The Prose Edda,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
436,44144,The Total Money Makeover Workbook,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
437,49148,The Pre-Platonic Philosophers (INS),320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
438,38929,So Long a Letter,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
439,38373,Let it Come Down,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
440,41022,Where We Stand: Class Matters,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
441,43398,Islam In The World,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
442,22195,The Student Prince,260.0,Romance,Fantasia,mas de 3000,Ingles,100-300,Antes del 2012 
443,16358,Noli Me Tángere Touch Me Not,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
444,14912,If God Is Love: Rediscovering Grace in an Ungracious World,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
445,15605,Rubyfruit Jungle,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
446,23143,Calico,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
447,16901,Twilight of the Idols,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
448,22233,I Like You Just Because: Thoughts on Friendship,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
449,22633,Forbidden Friends,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
450,508,The God Delusion,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
451,22360,Eye Contact,380.0,Suspenso,Misterio,0-1000,Ingles,mas de 500,Antes del 2000
452,23932,Just Like Heaven,320.0,Romance,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
453,47996,Joseph Had a Little Overcoat,320.0,Comedia,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
454,16480,The Presidents Daughter,260.0,Ninguno,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2012 
455,21382,The Book About Blanche and Marie,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
456,17107,Self-Reliance and Other Essays,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
457,20252,Signs of Life: 40 Catholic Customs and Their Biblical Roots,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
458,41648,Bringing it to the Table: On Farming and Food,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
459,20183,The Secret Message of Jesus: Uncovering the Truth That Could Change Everything,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
460,20215,The Forest Kings Daughter,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
461,26472,The Kings of Angkor: Army of a Thousand Elephants,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
462,14859,Andy Goldsworthy: A Collaboration with Nature,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
463,30378,Notes from an Exhibition,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
464,6828,Tilt,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
465,15794,Introductory Lectures on Psychoanalysis,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
466,30033,Shadows of the Inferno,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
467,2867,Maniac Magee,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
468,11963,Torture the Artist,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
